id,date_time,feedback,performance,trip_number,age,gender,income,state
37,2024-01-20T17:50:00Z,1,44,46,19,1,40106,Kentucky
22,2024-01-10T06:28:00Z,0,90,60,29,1,75649,Alaska
21,2024-01-17T17:49:00Z,1,44,60,28,1,33000,South Dakota
13,2024-01-12T10:46:00Z,1,24,63,39,1,37496,Tennessee
40,2024-01-16T23:50:00Z,1,2,55,33,0,80516,Tennessee
1,2024-01-23T02:04:00Z,1,20,45,53,1,88473,Rhode Island
8,2024-01-20T04:43:00Z,1,38,67,44,0,24598,Montana
4,2024-01-30T14:08:00Z,1,8,64,60,1,45192,Idaho
24,2024-01-12T07:24:00Z,1,59,66,59,0,85523,South Carolina
14,2024-01-10T23:26:00Z,0,85,45,44,0,63615,Idaho
11,2024-01-16T22:19:00Z,0,83,47,50,0,92321,Pennsylvania
4,2024-01-25T03:04:00Z,1,36,65,60,1,45192,Idaho
12,2024-01-01T03:17:00Z,1,0,55,25,1,67387,North Dakota
7,2024-01-02T18:46:00Z,1,65,54,46,1,61969,California
6,2024-01-12T17:58:00Z,0,69,57,41,0,65944,Montana
50,2024-01-26T17:52:00Z,0,45,54,42,1,59292,Nebraska
20,2024-01-15T21:58:00Z,1,20,52,51,1,65746,New Hampshire
31,2024-01-06T23:03:00Z,0,45,65,36,0,93546,Kentucky
4,2024-01-25T20:38:00Z,1,23,66,60,1,45192,Idaho
26,2024-01-05T02:53:00Z,0,40,44,24,1,96667,Kentucky
45,2024-01-27T20:26:00Z,0,61,49,23,0,61389,Georgia
31,2024-01-05T19:52:00Z,0,78,66,36,0,93546,Kentucky
25,2024-01-22T22:07:00Z,0,65,60,19,0,84167,Minnesota
30,2024-01-14T23:50:00Z,1,10,68,25,1,66548,Ohio
24,2024-01-18T05:19:00Z,1,42,67,59,0,85523,South Carolina
50,2024-01-22T08:24:00Z,0,89,55,42,1,59292,Nebraska
23,2024-01-28T17:44:00Z,0,79,58,40,0,73639,California
1,2024-01-16T04:46:00Z,0,71,46,53,1,88473,Rhode Island
21,2024-01-03T09:11:00Z,1,13,61,28,1,33000,South Dakota
19,2024-01-12T01:32:00Z,1,2,52,31,1,36797,Colorado
9,2024-01-28T01:08:00Z,1,30,59,49,1,53991,New York
23,2024-01-16T18:34:00Z,1,21,59,40,0,73639,California
34,2024-01-03T15:04:00Z,0,67,47,43,0,64774,Illinois
24,2024-01-24T15:44:00Z,0,83,68,59,0,85523,South Carolina
49,2024-01-24T04:46:00Z,0,60,43,48,1,79221,South Carolina
46,2024-01-24T00:07:00Z,1,12,50,19,0,96357,Utah
3,2024-01-07T21:53:00Z,1,40,60,23,0,46385,Kansas
49,2024-01-25T22:35:00Z,1,25,44,48,1,79221,South Carolina
34,2024-01-20T11:45:00Z,1,5,48,43,0,64774,Illinois
3,2024-01-29T18:05:00Z,0,92,61,23,0,46385,Kansas
3,2024-01-18T17:34:00Z,0,61,62,23,0,46385,Kansas
24,2024-01-20T22:42:00Z,0,65,69,59,0,85523,South Carolina
42,2024-01-24T03:59:00Z,0,98,64,53,1,54838,New Hampshire
21,2024-01-08T18:39:00Z,1,21,62,28,1,33000,South Dakota
1,2024-01-24T12:20:00Z,1,44,47,53,1,88473,Rhode Island
31,2024-01-14T16:19:00Z,1,53,67,36,0,93546,Kentucky
26,2024-01-23T13:17:00Z,1,73,45,24,1,96667,Kentucky
38,2024-01-20T08:54:00Z,0,67,44,45,0,73607,North Dakota
4,2024-01-25T01:36:00Z,1,14,67,60,1,45192,Idaho
16,2024-01-06T05:30:00Z,0,54,56,58,1,96946,Nevada
5,2024-01-20T21:51:00Z,1,36,54,56,0,91599,Pennsylvania
31,2024-01-29T03:58:00Z,0,66,68,36,0,93546,Kentucky
42,2024-01-09T02:30:00Z,0,65,65,53,1,54838,New Hampshire
46,2024-01-02T20:38:00Z,1,12,51,19,0,96357,Utah
45,2024-01-07T16:00:00Z,0,84,50,23,0,61389,Georgia
35,2024-01-06T09:17:00Z,0,90,52,40,0,87781,Nevada
41,2024-01-16T06:51:00Z,0,91,61,45,0,93206,Vermont
15,2024-01-03T03:48:00Z,1,2,60,54,0,90068,Kentucky
18,2024-01-26T14:00:00Z,0,97,64,19,0,73674,Missouri
7,2024-01-02T15:07:00Z,0,62,55,46,1,61969,California
4,2024-01-01T07:42:00Z,1,79,68,60,1,45192,Idaho
6,2024-01-14T07:49:00Z,1,52,58,41,0,65944,Montana
4,2024-01-30T04:02:00Z,0,56,69,60,1,45192,Idaho
32,2024-01-22T06:46:00Z,0,40,56,31,1,68102,Montana
1,2024-01-05T13:40:00Z,1,3,48,53,1,88473,Rhode Island
17,2024-01-23T05:46:00Z,1,15,40,39,0,28567,North Dakota
9,2024-01-22T15:55:00Z,0,89,60,49,1,53991,New York
46,2024-01-01T05:54:00Z,0,44,52,19,0,96357,Utah
39,2024-01-03T21:24:00Z,0,58,50,38,1,86191,Ohio
1,2024-01-07T09:36:00Z,1,54,49,53,1,88473,Rhode Island
11,2024-01-22T18:57:00Z,1,47,48,50,0,92321,Pennsylvania
45,2024-01-19T16:53:00Z,0,42,51,23,0,61389,Georgia
25,2024-01-04T06:57:00Z,0,64,61,19,0,84167,Minnesota
48,2024-01-17T19:45:00Z,1,6,46,42,1,96762,California
24,2024-01-25T00:38:00Z,0,56,70,59,0,85523,South Carolina
16,2024-01-01T01:59:00Z,1,72,57,58,1,96946,Nevada
36,2024-01-04T07:56:00Z,0,57,62,32,0,63569,New York
30,2024-01-12T01:09:00Z,0,78,69,25,1,66548,Ohio
36,2024-01-01T20:58:00Z,1,59,63,32,0,63569,New York
14,2024-01-22T01:17:00Z,1,80,46,44,0,63615,Idaho
19,2024-01-08T07:57:00Z,0,74,53,31,1,36797,Colorado
16,2024-01-28T19:39:00Z,0,42,58,58,1,96946,Nevada
15,2024-01-21T01:25:00Z,1,10,61,54,0,90068,Kentucky
1,2024-01-02T16:44:00Z,0,51,50,53,1,88473,Rhode Island
29,2024-01-09T12:40:00Z,0,58,53,53,0,64899,Nevada
31,2024-01-11T08:07:00Z,1,49,69,36,0,93546,Kentucky
15,2024-01-22T08:44:00Z,1,23,62,54,0,90068,Kentucky
6,2024-01-01T16:10:00Z,0,59,59,41,0,65944,Montana
32,2024-01-28T04:48:00Z,0,44,57,31,1,68102,Montana
46,2024-01-23T01:57:00Z,0,73,53,19,0,96357,Utah
12,2024-01-22T00:33:00Z,0,42,56,25,1,67387,North Dakota
25,2024-01-04T05:32:00Z,1,44,62,19,0,84167,Minnesota
27,2024-01-16T09:34:00Z,1,73,43,36,1,24327,Indiana
13,2024-01-10T07:38:00Z,0,85,64,39,1,37496,Tennessee
16,2024-01-07T03:15:00Z,0,41,59,58,1,96946,Nevada
47,2024-01-06T09:26:00Z,0,68,46,55,1,30788,South Carolina
24,2024-01-22T10:06:00Z,1,78,71,59,0,85523,South Carolina
23,2024-01-25T14:53:00Z,1,20,60,40,0,73639,California
5,2024-01-20T09:02:00Z,0,94,55,56,0,91599,Pennsylvania
13,2024-01-26T17:54:00Z,0,67,65,39,1,37496,Tennessee
7,2024-01-26T05:51:00Z,0,72,56,46,1,61969,California
43,2024-01-26T01:29:00Z,0,52,68,56,0,38842,Mississippi
2,2024-01-18T20:11:00Z,0,42,61,33,0,92124,Vermont
28,2024-01-17T09:51:00Z,1,45,60,44,1,86118,Kentucky
36,2024-01-12T05:26:00Z,0,41,64,32,0,63569,New York
27,2024-01-02T20:31:00Z,0,72,44,36,1,24327,Indiana
27,2024-01-14T02:39:00Z,0,64,45,36,1,24327,Indiana
39,2024-01-09T21:37:00Z,0,75,51,38,1,86191,Ohio
5,2024-01-08T15:24:00Z,1,73,56,56,0,91599,Pennsylvania
48,2024-01-22T16:06:00Z,1,40,47,42,1,96762,California
10,2024-01-06T06:04:00Z,1,75,56,47,0,41808,Nebraska
1,2024-01-10T21:41:00Z,1,79,51,53,1,88473,Rhode Island
46,2024-01-17T17:54:00Z,1,3,54,19,0,96357,Utah
4,2024-01-09T17:55:00Z,0,99,70,60,1,45192,Idaho
38,2024-01-27T21:00:00Z,0,85,45,45,0,73607,North Dakota
23,2024-01-29T14:43:00Z,1,47,61,40,0,73639,California
20,2024-01-01T07:27:00Z,0,46,53,51,1,65746,New Hampshire
49,2024-01-09T22:20:00Z,0,85,45,48,1,79221,South Carolina
4,2024-01-14T13:18:00Z,0,73,71,60,1,45192,Idaho
37,2024-01-29T18:24:00Z,0,78,47,19,1,40106,Kentucky
11,2024-01-26T13:42:00Z,1,52,49,50,0,92321,Pennsylvania
12,2024-01-17T20:47:00Z,0,60,57,25,1,67387,North Dakota
15,2023-12-31T18:11:00Z,1,32,63,54,0,90068,Kentucky
26,2024-01-27T00:11:00Z,0,81,46,24,1,96667,Kentucky
29,2024-01-27T04:16:00Z,0,66,54,53,0,64899,Nevada
39,2024-01-05T09:33:00Z,1,1,52,38,1,86191,Ohio
7,2024-01-03T12:17:00Z,1,50,57,46,1,61969,California
14,2024-01-03T22:15:00Z,1,16,47,44,0,63615,Idaho
26,2024-01-23T01:39:00Z,1,23,47,24,1,96667,Kentucky
2,2024-01-18T15:03:00Z,0,48,62,33,0,92124,Vermont
32,2024-01-06T12:26:00Z,0,54,58,31,1,68102,Montana
27,2024-01-02T22:37:00Z,1,54,46,36,1,24327,Indiana
39,2024-01-27T12:29:00Z,0,70,53,38,1,86191,Ohio
7,2024-01-09T07:33:00Z,1,31,58,46,1,61969,California
17,2024-01-30T00:23:00Z,1,72,41,39,0,28567,North Dakota
7,2024-01-23T03:58:00Z,0,81,59,46,1,61969,California
10,2024-01-13T12:43:00Z,1,66,57,47,0,41808,Nebraska
16,2024-01-01T18:37:00Z,1,80,60,58,1,96946,Nevada
31,2024-01-19T13:12:00Z,1,18,70,36,0,93546,Kentucky
42,2024-01-25T23:00:00Z,0,66,66,53,1,54838,New Hampshire
47,2024-01-04T08:38:00Z,1,8,47,55,1,30788,South Carolina
30,2024-01-19T11:43:00Z,0,42,70,25,1,66548,Ohio
29,2024-01-11T21:48:00Z,1,56,55,53,0,64899,Nevada
39,2024-01-07T20:50:00Z,1,58,54,38,1,86191,Ohio
4,2024-01-03T13:17:00Z,0,84,72,60,1,45192,Idaho
9,2024-01-24T06:13:00Z,1,11,61,49,1,53991,New York
48,2024-01-11T08:26:00Z,1,15,48,42,1,96762,California
44,2024-01-14T03:22:00Z,1,19,51,40,0,33301,Tennessee
44,2024-01-08T15:14:00Z,0,89,52,40,0,33301,Tennessee
50,2024-01-25T09:10:00Z,0,57,56,42,1,59292,Nebraska
26,2024-01-14T05:00:00Z,0,60,48,24,1,96667,Kentucky
34,2024-01-14T01:55:00Z,0,85,49,43,0,64774,Illinois
49,2024-01-09T15:34:00Z,1,25,46,48,1,79221,South Carolina
35,2024-01-16T13:51:00Z,0,99,53,40,0,87781,Nevada
37,2024-01-18T14:57:00Z,0,77,48,19,1,40106,Kentucky
20,2024-01-08T01:05:00Z,1,39,54,51,1,65746,New Hampshire
17,2024-01-29T13:40:00Z,0,81,42,39,0,28567,North Dakota
17,2024-01-12T20:36:00Z,1,73,43,39,0,28567,North Dakota
1,2024-01-10T20:47:00Z,0,46,52,53,1,88473,Rhode Island
50,2024-01-11T19:12:00Z,0,63,57,42,1,59292,Nebraska
11,2024-01-23T00:38:00Z,0,46,50,50,0,92321,Pennsylvania
29,2024-01-03T00:48:00Z,1,28,56,53,0,64899,Nevada
35,2024-01-02T14:17:00Z,0,52,54,40,0,87781,Nevada
15,2024-01-22T21:47:00Z,1,77,64,54,0,90068,Kentucky
45,2024-01-22T13:46:00Z,0,84,52,23,0,61389,Georgia
23,2024-01-04T23:47:00Z,1,39,62,40,0,73639,California
10,2024-01-22T08:53:00Z,1,48,58,47,0,41808,Nebraska
20,2024-01-01T16:30:00Z,0,92,55,51,1,65746,New Hampshire
1,2024-01-08T13:18:00Z,0,42,53,53,1,88473,Rhode Island
13,2024-01-12T01:04:00Z,1,25,66,39,1,37496,Tennessee
30,2024-01-20T15:13:00Z,1,61,71,25,1,66548,Ohio
29,2024-01-07T06:49:00Z,0,54,57,53,0,64899,Nevada
3,2024-01-05T20:49:00Z,0,61,63,23,0,46385,Kansas
23,2024-01-11T16:21:00Z,1,53,63,40,0,73639,California
38,2024-01-09T11:22:00Z,0,55,46,45,0,73607,North Dakota
25,2024-01-03T06:43:00Z,0,43,63,19,0,84167,Minnesota
47,2024-01-07T19:39:00Z,0,56,48,55,1,30788,South Carolina
4,2024-01-10T21:53:00Z,0,70,73,60,1,45192,Idaho
41,2024-01-09T15:49:00Z,0,58,62,45,0,93206,Vermont
45,2024-01-01T14:28:00Z,0,45,53,23,0,61389,Georgia
19,2024-01-14T13:00:00Z,0,57,54,31,1,36797,Colorado
2,2024-01-07T13:38:00Z,0,58,63,33,0,92124,Vermont
19,2024-01-03T19:42:00Z,0,83,55,31,1,36797,Colorado
34,2024-01-28T17:39:00Z,1,39,50,43,0,64774,Illinois
43,2024-01-30T06:06:00Z,1,50,69,56,0,38842,Mississippi
38,2024-01-23T08:38:00Z,1,20,47,45,0,73607,North Dakota
29,2024-01-15T13:41:00Z,1,65,58,53,0,64899,Nevada
17,2024-01-05T13:20:00Z,0,49,44,39,0,28567,North Dakota
2,2024-01-01T12:57:00Z,1,42,64,33,0,92124,Vermont
38,2024-01-17T23:42:00Z,0,74,48,45,0,73607,North Dakota
35,2024-01-18T04:32:00Z,1,66,55,40,0,87781,Nevada
37,2024-01-15T23:39:00Z,0,93,49,19,1,40106,Kentucky
35,2024-01-04T19:03:00Z,1,23,56,40,0,87781,Nevada
7,2024-01-10T04:18:00Z,1,23,60,46,1,61969,California
5,2024-01-13T19:45:00Z,1,44,57,56,0,91599,Pennsylvania
29,2024-01-18T22:12:00Z,0,60,59,53,0,64899,Nevada
11,2024-01-25T01:19:00Z,1,48,51,50,0,92321,Pennsylvania
50,2024-01-13T10:28:00Z,0,49,58,42,1,59292,Nebraska
31,2024-01-04T07:06:00Z,1,13,71,36,0,93546,Kentucky
48,2024-01-14T16:47:00Z,1,2,49,42,1,96762,California
3,2024-01-12T08:24:00Z,1,69,64,23,0,46385,Kansas
38,2024-01-10T02:00:00Z,0,90,49,45,0,73607,North Dakota
23,2024-01-12T19:52:00Z,0,47,64,40,0,73639,California
25,2024-01-16T05:39:00Z,0,74,64,19,0,84167,Minnesota
36,2024-01-07T15:04:00Z,1,5,65,32,0,63569,New York
11,2024-01-16T09:11:00Z,0,60,52,50,0,92321,Pennsylvania
19,2024-01-07T02:36:00Z,1,44,56,31,1,36797,Colorado
34,2024-01-16T10:21:00Z,0,43,51,43,0,64774,Illinois
37,2024-01-25T21:21:00Z,0,66,50,19,1,40106,Kentucky
30,2024-01-12T04:47:00Z,0,43,72,25,1,66548,Ohio
16,2024-01-14T16:03:00Z,0,58,61,58,1,96946,Nevada
39,2024-01-04T20:05:00Z,1,62,55,38,1,86191,Ohio
38,2024-01-20T19:18:00Z,1,4,50,45,0,73607,North Dakota
37,2024-01-09T13:10:00Z,0,56,51,19,1,40106,Kentucky
20,2024-01-21T07:50:00Z,0,61,56,51,1,65746,New Hampshire
47,2024-01-27T22:59:00Z,0,83,49,55,1,30788,South Carolina
17,2024-01-13T10:25:00Z,0,83,45,39,0,28567,North Dakota
25,2024-01-24T13:44:00Z,0,49,65,19,0,84167,Minnesota
19,2024-01-04T02:00:00Z,0,87,57,31,1,36797,Colorado
45,2024-01-03T08:14:00Z,0,50,54,23,0,61389,Georgia
30,2024-01-20T00:50:00Z,1,55,73,25,1,66548,Ohio
28,2024-01-08T14:24:00Z,0,67,61,44,1,86118,Kentucky
24,2024-01-05T14:50:00Z,1,61,72,59,0,85523,South Carolina
40,2024-01-08T06:51:00Z,1,1,56,33,0,80516,Tennessee
50,2024-01-04T05:23:00Z,0,58,59,42,1,59292,Nebraska
6,2024-01-29T17:13:00Z,1,16,60,41,0,65944,Montana
15,2024-01-13T05:59:00Z,0,48,65,54,0,90068,Kentucky
49,2024-01-11T11:35:00Z,1,61,47,48,1,79221,South Carolina
26,2024-01-28T06:40:00Z,1,30,49,24,1,96667,Kentucky
13,2024-01-16T06:09:00Z,1,57,67,39,1,37496,Tennessee
40,2024-01-23T03:25:00Z,1,39,57,33,0,80516,Tennessee
20,2024-01-12T19:54:00Z,1,64,57,51,1,65746,New Hampshire
11,2024-01-27T03:45:00Z,0,99,53,50,0,92321,Pennsylvania
8,2024-01-11T22:53:00Z,1,65,68,44,0,24598,Montana
49,2024-01-21T14:17:00Z,1,63,48,48,1,79221,South Carolina
42,2024-01-13T20:10:00Z,0,84,67,53,1,54838,New Hampshire
19,2024-01-23T10:05:00Z,0,80,58,31,1,36797,Colorado
25,2024-01-04T15:42:00Z,0,48,66,19,0,84167,Minnesota
6,2023-12-31T18:29:00Z,0,63,61,41,0,65944,Montana
20,2024-01-30T12:49:00Z,1,9,58,51,1,65746,New Hampshire
43,2024-01-04T01:08:00Z,1,22,70,56,0,38842,Mississippi
27,2024-01-09T05:45:00Z,1,24,47,36,1,24327,Indiana
45,2024-01-10T20:22:00Z,1,35,55,23,0,61389,Georgia
9,2024-01-09T10:04:00Z,1,8,62,49,1,53991,New York
31,2024-01-19T02:21:00Z,1,45,72,36,0,93546,Kentucky
37,2024-01-10T05:47:00Z,1,9,52,19,1,40106,Kentucky
10,2024-01-03T14:53:00Z,1,41,59,47,0,41808,Nebraska
26,2024-01-21T23:57:00Z,1,12,50,24,1,96667,Kentucky
28,2024-01-26T02:51:00Z,0,85,62,44,1,86118,Kentucky
48,2024-01-02T05:41:00Z,0,95,50,42,1,96762,California
48,2024-01-04T04:58:00Z,0,66,51,42,1,96762,California
28,2024-01-16T18:41:00Z,1,80,63,44,1,86118,Kentucky
24,2024-01-26T01:19:00Z,1,47,73,59,0,85523,South Carolina
40,2024-01-04T15:51:00Z,0,63,58,33,0,80516,Tennessee
21,2024-01-06T16:18:00Z,0,56,63,28,1,33000,South Dakota
28,2024-01-18T21:56:00Z,1,64,64,44,1,86118,Kentucky
28,2024-01-20T08:25:00Z,1,59,65,44,1,86118,Kentucky
1,2024-01-20T01:46:00Z,1,38,54,53,1,88473,Rhode Island
10,2024-01-21T09:20:00Z,0,100,60,47,0,41808,Nebraska
42,2024-01-25T16:54:00Z,0,67,68,53,1,54838,New Hampshire
19,2024-01-23T04:13:00Z,0,54,59,31,1,36797,Colorado
27,2024-01-22T06:54:00Z,1,58,48,36,1,24327,Indiana
49,2024-01-13T09:26:00Z,0,89,49,48,1,79221,South Carolina
14,2024-01-01T08:50:00Z,0,72,48,44,0,63615,Idaho
42,2024-01-26T03:22:00Z,0,62,69,53,1,54838,New Hampshire
19,2024-01-02T15:03:00Z,0,74,60,31,1,36797,Colorado
32,2024-01-05T03:59:00Z,1,74,59,31,1,68102,Montana
20,2024-01-19T05:43:00Z,0,52,59,51,1,65746,New Hampshire
11,2024-01-01T19:00:00Z,1,19,54,50,0,92321,Pennsylvania
36,2024-01-29T07:23:00Z,1,34,66,32,0,63569,New York
28,2024-01-23T12:45:00Z,1,60,66,44,1,86118,Kentucky
23,2024-01-19T20:03:00Z,0,62,65,40,0,73639,California
24,2024-01-02T18:45:00Z,0,71,74,59,0,85523,South Carolina
4,2024-01-05T18:43:00Z,0,63,74,60,1,45192,Idaho
2,2024-01-20T17:21:00Z,0,86,65,33,0,92124,Vermont
35,2024-01-10T10:17:00Z,1,15,57,40,0,87781,Nevada
43,2024-01-22T03:53:00Z,1,55,71,56,0,38842,Mississippi
38,2024-01-04T14:54:00Z,1,37,51,45,0,73607,North Dakota
19,2024-01-13T16:27:00Z,0,84,61,31,1,36797,Colorado
19,2024-01-03T21:35:00Z,0,96,62,31,1,36797,Colorado
18,2024-01-06T15:17:00Z,1,53,65,19,0,73674,Missouri
22,2024-01-04T23:11:00Z,0,59,61,29,1,75649,Alaska
47,2024-01-14T14:27:00Z,1,64,50,55,1,30788,South Carolina
20,2024-01-18T21:58:00Z,1,20,60,51,1,65746,New Hampshire
34,2024-01-16T00:57:00Z,0,78,52,43,0,64774,Illinois
33,2024-01-13T07:01:00Z,0,99,58,27,0,92559,New Mexico
36,2024-01-12T02:40:00Z,0,88,67,32,0,63569,New York
29,2024-01-19T02:37:00Z,0,55,60,53,0,64899,Nevada
31,2024-01-24T11:21:00Z,1,49,73,36,0,93546,Kentucky
1,2024-01-03T18:06:00Z,1,25,55,53,1,88473,Rhode Island
14,2024-01-17T13:11:00Z,1,75,49,44,0,63615,Idaho
14,2024-01-26T09:19:00Z,1,8,50,44,0,63615,Idaho
8,2024-01-22T02:16:00Z,0,43,69,44,0,24598,Montana
17,2024-01-06T08:19:00Z,1,40,46,39,0,28567,North Dakota
49,2024-01-20T23:54:00Z,0,94,50,48,1,79221,South Carolina
26,2024-01-15T19:21:00Z,1,24,51,24,1,96667,Kentucky
17,2024-01-15T11:44:00Z,1,78,47,39,0,28567,North Dakota
27,2024-01-19T19:45:00Z,0,68,49,36,1,24327,Indiana
25,2024-01-11T20:20:00Z,1,58,67,19,0,84167,Minnesota
40,2024-01-09T23:04:00Z,1,44,59,33,0,80516,Tennessee
21,2024-01-23T08:30:00Z,1,76,64,28,1,33000,South Dakota
9,2024-01-26T13:44:00Z,1,70,63,49,1,53991,New York
12,2024-01-01T03:44:00Z,1,73,58,25,1,67387,North Dakota
1,2024-01-18T05:05:00Z,0,40,56,53,1,88473,Rhode Island
11,2024-01-02T00:32:00Z,1,23,55,50,0,92321,Pennsylvania
1,2024-01-05T15:42:00Z,0,46,57,53,1,88473,Rhode Island
47,2024-01-13T02:32:00Z,0,83,51,55,1,30788,South Carolina
34,2024-01-25T23:48:00Z,1,63,53,43,0,64774,Illinois
1,2024-01-05T16:39:00Z,1,70,58,53,1,88473,Rhode Island
29,2024-01-17T15:11:00Z,0,79,61,53,0,64899,Nevada
3,2024-01-17T03:30:00Z,0,82,65,23,0,46385,Kansas
13,2024-01-24T12:55:00Z,0,79,68,39,1,37496,Tennessee
4,2024-01-08T12:56:00Z,1,0,75,60,1,45192,Idaho
25,2024-01-04T12:51:00Z,0,94,68,19,0,84167,Minnesota
12,2024-01-19T13:00:00Z,1,42,59,25,1,67387,North Dakota
27,2024-01-21T22:40:00Z,1,35,50,36,1,24327,Indiana
16,2024-01-29T13:57:00Z,1,41,62,58,1,96946,Nevada
12,2024-01-22T12:46:00Z,1,1,60,25,1,67387,North Dakota
49,2024-01-17T19:44:00Z,0,79,51,48,1,79221,South Carolina
18,2024-01-01T01:08:00Z,0,53,66,19,0,73674,Missouri
1,2024-01-23T00:38:00Z,1,77,59,53,1,88473,Rhode Island
15,2024-01-16T16:03:00Z,1,78,66,54,0,90068,Kentucky
17,2024-01-02T20:18:00Z,0,68,48,39,0,28567,North Dakota
19,2024-01-07T22:02:00Z,1,43,63,31,1,36797,Colorado
7,2024-01-02T02:21:00Z,1,70,61,46,1,61969,California
48,2023-12-31T18:54:00Z,0,52,52,42,1,96762,California
34,2024-01-05T10:57:00Z,0,92,54,43,0,64774,Illinois
18,2024-01-09T11:40:00Z,0,99,67,19,0,73674,Missouri
10,2024-01-13T02:18:00Z,1,42,61,47,0,41808,Nebraska
41,2024-01-23T13:11:00Z,0,84,63,45,0,93206,Vermont
37,2024-01-29T07:30:00Z,1,30,53,19,1,40106,Kentucky
9,2024-01-16T07:40:00Z,1,31,64,49,1,53991,New York
25,2024-01-03T01:58:00Z,0,63,69,19,0,84167,Minnesota
2,2024-01-25T15:29:00Z,1,18,66,33,0,92124,Vermont
10,2024-01-11T00:42:00Z,1,61,62,47,0,41808,Nebraska
18,2024-01-15T02:09:00Z,1,30,68,19,0,73674,Missouri
40,2024-01-27T01:14:00Z,0,98,60,33,0,80516,Tennessee
48,2024-01-08T22:41:00Z,1,2,53,42,1,96762,California
13,2024-01-13T15:46:00Z,0,40,69,39,1,37496,Tennessee
28,2024-01-15T07:01:00Z,1,50,67,44,1,86118,Kentucky
30,2024-01-07T20:05:00Z,1,46,74,25,1,66548,Ohio
50,2024-01-05T18:59:00Z,1,12,60,42,1,59292,Nebraska
10,2024-01-11T02:01:00Z,0,66,63,47,0,41808,Nebraska
27,2024-01-27T22:42:00Z,1,37,51,36,1,24327,Indiana
18,2024-01-07T02:38:00Z,0,45,69,19,0,73674,Missouri
2,2024-01-26T06:51:00Z,1,38,67,33,0,92124,Vermont
39,2024-01-30T15:04:00Z,1,49,56,38,1,86191,Ohio
8,2024-01-30T10:13:00Z,1,53,70,44,0,24598,Montana
30,2024-01-01T14:24:00Z,0,55,75,25,1,66548,Ohio
48,2024-01-16T06:51:00Z,0,88,54,42,1,96762,California
37,2024-01-16T13:30:00Z,1,34,54,19,1,40106,Kentucky
31,2024-01-28T13:24:00Z,1,18,74,36,0,93546,Kentucky
33,2024-01-14T11:39:00Z,0,82,59,27,0,92559,New Mexico
41,2024-01-30T00:00:00Z,1,70,64,45,0,93206,Vermont
4,2024-01-11T16:41:00Z,1,37,76,60,1,45192,Idaho
12,2024-01-18T09:01:00Z,1,52,61,25,1,67387,North Dakota
2,2024-01-27T17:31:00Z,1,0,68,33,0,92124,Vermont
27,2024-01-18T13:09:00Z,1,46,52,36,1,24327,Indiana
43,2024-01-29T00:02:00Z,1,30,72,56,0,38842,Mississippi
17,2024-01-21T02:29:00Z,1,33,49,39,0,28567,North Dakota
24,2024-01-08T23:21:00Z,0,95,75,59,0,85523,South Carolina
22,2024-01-13T13:10:00Z,1,22,62,29,1,75649,Alaska
27,2024-01-09T22:50:00Z,0,60,53,36,1,24327,Indiana
33,2024-01-14T22:54:00Z,1,37,60,27,0,92559,New Mexico
3,2024-01-29T10:29:00Z,1,27,66,23,0,46385,Kansas
50,2024-01-28T21:50:00Z,0,77,61,42,1,59292,Nebraska
15,2024-01-11T09:46:00Z,0,73,67,54,0,90068,Kentucky
32,2024-01-16T09:00:00Z,0,75,60,31,1,68102,Montana
41,2024-01-12T18:51:00Z,0,58,65,45,0,93206,Vermont
35,2024-01-16T14:44:00Z,0,47,58,40,0,87781,Nevada
28,2024-01-28T17:22:00Z,0,55,68,44,1,86118,Kentucky
17,2024-01-12T05:19:00Z,1,34,50,39,0,28567,North Dakota
11,2024-01-29T18:30:00Z,1,21,56,50,0,92321,Pennsylvania
24,2024-01-17T01:39:00Z,0,71,76,59,0,85523,South Carolina
8,2024-01-05T18:14:00Z,0,99,71,44,0,24598,Montana
47,2024-01-10T21:02:00Z,1,53,52,55,1,30788,South Carolina
31,2024-01-16T18:37:00Z,0,92,75,36,0,93546,Kentucky
16,2024-01-17T07:23:00Z,1,73,63,58,1,96946,Nevada
44,2024-01-18T10:04:00Z,0,42,53,40,0,33301,Tennessee
34,2024-01-02T05:15:00Z,0,64,55,43,0,64774,Illinois
15,2024-01-02T00:43:00Z,0,45,68,54,0,90068,Kentucky
3,2024-01-05T00:12:00Z,0,100,67,23,0,46385,Kansas
34,2024-01-16T12:35:00Z,0,69,56,43,0,64774,Illinois
27,2024-01-24T06:36:00Z,1,52,54,36,1,24327,Indiana
38,2024-01-06T03:48:00Z,1,27,52,45,0,73607,North Dakota
28,2024-01-28T03:07:00Z,0,42,69,44,1,86118,Kentucky
20,2024-01-28T01:21:00Z,0,85,61,51,1,65746,New Hampshire
45,2024-01-02T16:53:00Z,1,1,56,23,0,61389,Georgia
7,2024-01-22T00:49:00Z,1,72,62,46,1,61969,California
6,2024-01-27T20:31:00Z,1,71,62,41,0,65944,Montana
44,2024-01-09T05:04:00Z,1,20,54,40,0,33301,Tennessee
49,2024-01-11T10:47:00Z,1,74,52,48,1,79221,South Carolina
7,2024-01-04T18:04:00Z,1,23,63,46,1,61969,California
8,2024-01-06T19:44:00Z,0,51,72,44,0,24598,Montana
28,2024-01-03T16:27:00Z,0,49,70,44,1,86118,Kentucky
